X1,X2
3.38156266663556,3.389112684892071
4.5278753804032075,5.854178101169413
2.655681868739463,4.411994717484785
2.7652346742250753,3.715413649743292
2.8465601062210943,4.175506449514385
3.8906719563092116,6.488380871886209
3.4758052414407934,3.632848762047064
5.911298445495829,6.6807685267677925
3.928893967969269,5.0984466081478255
4.561835366089421,5.623299290382872
4.574071705525158,5.3976506891499545
4.371733557330694,5.461165489180036
4.191693876250999,4.954693590451864
5.244085176866642,4.661487668490745
2.8358402028078746,3.76801716326883
5.635269692588768,6.3121143831055955
4.686329679649661,5.6652411030489915
2.8505133748624067,4.626456272707626
5.110157300375674,7.3631966235366235
5.182563768446949,4.646509087781815
5.707328091354587,6.681039949775041
3.5796845825157533,4.802780735462661
5.639377731233365,6.120435944864187
4.263468511601602,4.6894289649837795
2.5365169312575038,3.884490775756531
3.223829017502572,4.942555853672868
4.929488010558061,5.955019711224024
5.792957739764722,5.1083930545351075
2.8168482384368123,4.818957689597816
3.8888241390548512,5.1003656368497445
3.343234192145688,5.893013454825506
5.879734139316208,5.521416638719705
3.103919123097218,3.8571024215467204
5.33150572016357,4.6807423465894455
3.375426869025476,4.56537851617577
4.776678881934137,6.254350389739319
2.675746301932368,3.730969875401757
5.5002766519611095,5.67948113445839
1.7970971410861902,3.247538853485823
4.322514702673135,5.111104721864512
4.421004447982506,6.025639777121858
3.1792988626619025,4.436860316191584
3.0335412466426357,3.9787927822309674
4.609348200703289,5.879792002615348
2.9637885926076093,3.300248348607117
3.971762481816083,5.4077373541784866
1.1802332057516467,2.8786940939138503
1.9189504504618657,5.071078475070958
3.955246871474852,4.505327096742528
5.117954994264606,6.085073863923961
